tissue,cell_type,gene,n_cells,n_donors,age_range,frac_detected,slope_per_year,se,p,q
Lung,basophil,IL18,801,4,2.0,0.6903870162297129,-0.0521539030854073,0.12612284235095939,0.6792280807619308,0.7987280018116744
Lung,basophil,IL4R,801,4,2.0,0.6104868913857678,-0.1949658964302634,0.05517552275910967,0.00041000649557818876,0.0013038206559386402
Lung,basophil,IL5RA,801,4,2.0,0.18851435705368288,0.029147987319343364,0.07142089123508244,0.6831887311093567,0.7987280018116744
Lung,bronchial smooth muscle cell,IL33,142,4,2.0,0.07042253521126761,0.031354395477726026,0.02553642861345061,0.21951075704342526,0.3455664393059863
Lung,bronchial smooth muscle cell,STAT6,142,4,2.0,0.2676056338028169,0.018126514488342987,0.06749038557025998,0.7882535120801384,0.8697019129879553
Lung,bronchial smooth muscle cell,IL1RL1,142,4,2.0,0.11267605633802817,0.019520910769981345,0.11145485003676023,0.8609646348754404,0.9065786552661923
Lung,bronchial smooth muscle cell,IL6,142,4,2.0,0.08450704225352113,-0.10029699730185807,0.1169161432945741,0.3909730112836566,0.5246271739958283
Lung,bronchial smooth muscle cell,IL4R,142,4,2.0,0.19014084507042253,0.10499181757212077,0.034299369207402,0.0022056798343051275,0.0061526858535879865
Lung,capillary endothelial cell,IL33,4374,4,2.0,0.13283036122542297,0.008875708128683069,0.03571921584461296,0.8037587677419046,0.8706432003495269
Lung,capillary endothelial cell,GATA3,4374,4,2.0,0.0978509373571102,-0.005077341742491894,0.011659637294199028,0.6632263211086207,0.7928795868892533
Lung,capillary endothelial cell,STAT6,4374,4,2.0,0.19821673525377229,-0.025769977563516344,0.03394006355772154,0.4476856761455015,0.5787156301393067
Lung,capillary endothelial cell,IL1RL1,4374,4,2.0,0.6959304983996342,-0.4483495962755045,0.41409342844834973,0.2789301941406247,0.41064723026258637
Lung,capillary endothelial cell,IL6,4374,4,2.0,0.25400091449474166,-0.21972242489079635,0.09826756093515605,0.02535433188773512,0.05599081625208172
Lung,capillary endothelial cell,IL4R,4374,4,2.0,0.662780064014632,0.003526921396065723,0.06403531687750422,0.9560765193991656,0.9621276366105527
Lung,capillary endothelial cell,CXCL8,4374,4,2.0,0.051211705532693184,-0.09045471115410934,0.024023597957472657,0.00016638643453047324,0.0005878987353410054
Lung,classical monocyte,STAT6,965,4,2.0,0.46113989637305697,-0.06826979400938826,0.013815527839858177,7.751336248488308e-07,4.564675790776448e-06
Lung,classical monocyte,IL18,965,4,2.0,0.31088082901554404,0.008240418435120831,0.035421659360293914,0.8160426388123533,0.8766944565619201
Lung,classical monocyte,IL4R,965,4,2.0,0.42072538860103625,-0.13352677033019758,0.03045931537662109,1.1664050696705679e-05,4.880484370463692e-05
Lung,classical monocyte,CXCL8,965,4,2.0,0.3160621761658031,-0.268235607394413,0.07141887559081839,0.00017278289911587676,0.0005972278469440088
Lung,classical monocyte,IL1B,965,4,2.0,0.2621761658031088,-0.24128408296274692,0.058617240294152925,3.850618854806744e-05,0.00015306209947856805
Lung,club cell,STAT6,1050,4,2.0,0.40190476190476193,-0.040842931132570856,0.0325826863017034,0.21001784004930635,0.3373013794731284
Lung,club cell,IL1RL1,1050,4,2.0,0.08095238095238096,0.049999714953811045,0.00941945439705119,1.1075393187258817e-07,7.043950067096608e-07
Lung,club cell,IL18,1050,4,2.0,0.20476190476190476,-0.04856589315597881,0.03188621788769741,0.12773373050921363,0.2281984623703929
Lung,club cell,IL4R,1050,4,2.0,0.25523809523809526,-0.04111502554464119,0.015555778111830506,0.008215781248776694,0.021771820309258238
Lung,club cell,CXCL8,1050,4,2.0,0.13238095238095238,-0.293383352860932,0.0929068986277599,0.0015895314312945315,0.00468028699214501
Lung,endothelial cell of artery,TSLP,1056,4,2.0,0.05303030303030303,-0.011575632744341919,0.005000343170697242,0.02061470182948359,0.04750344334620132
Lung,endothelial cell of artery,IL33,1056,4,2.0,0.7651515151515151,0.1303574506217774,0.1155731560157209,0.25935306157965865,0.38539380178659555
Lung,endothelial cell of artery,GATA3,1056,4,2.0,0.11268939393939394,0.024158169471179942,0.011590942728959792,0.03713941659111369,0.07873556317316101
Lung,endothelial cell of artery,STAT6,1056,4,2.0,0.3125,0.012172342428120842,0.03821491033926745,0.7500879623541046,0.8467219197417905
Lung,endothelial cell of artery,IL1RL1,1056,4,2.0,0.2727272727272727,-0.24057865602538112,0.2776288505600559,0.3861898521799164,0.5246271739958283
Lung,endothelial cell of artery,IL6,1056,4,2.0,0.38825757575757575,-0.18825848458974906,0.10469408396883689,0.07214897711964299,0.1382131007472679
Lung,endothelial cell of artery,IL4R,1056,4,2.0,0.7225378787878788,0.002651028806788464,0.06725067884731403,0.9685554510685931,0.9685554510685931
Lung,endothelial cell of artery,CXCL8,1056,4,2.0,0.09564393939393939,-0.07271047587196622,0.028535796567496493,0.01083286911047638,0.027781067557512005
Lung,endothelial cell of lymphatic vessel,IL33,203,4,2.0,0.3793103448275862,0.10341863513763727,0.325731187686035,0.7508666080729085,0.8467219197417905
Lung,endothelial cell of lymphatic vessel,IL4R,203,4,2.0,0.10837438423645321,-0.07590241985487112,0.06349035544379786,0.2318935817536304,0.35993552303212706
Lung,endothelial cell of lymphatic vessel,CXCL8,203,4,2.0,0.054187192118226604,-0.12532914659867983,0.08709662500736466,0.150159946297443,0.2652825717921493
Lung,intermediate monocyte,STAT6,1700,4,2.0,0.5141176470588236,-0.03950515428653532,0.017299327209420432,0.02239365339695344,0.05086558414450852
Lung,intermediate monocyte,IL1RL1,1700,4,2.0,0.05411764705882353,0.044180445104537995,0.0061573860307805916,7.220422656107784e-13,5.740236011605689e-12
Lung,intermediate monocyte,IL18,1700,4,2.0,0.5064705882352941,0.10589914481526677,0.027331905401886576,0.00010681692315355626,0.00040437835193846296
Lung,intermediate monocyte,IL6,1700,4,2.0,0.06352941176470588,-0.020385053238182724,0.006198665981368705,0.0010068006750310152,0.003020402025093046
Lung,intermediate monocyte,IL4R,1700,4,2.0,0.48,-0.21007626716500533,0.06145674610146164,0.0006301861327334226,0.0019646979432277295
Lung,intermediate monocyte,IL2RA,1700,4,2.0,0.06705882352941177,-0.015752752173420252,0.01778160574802365,0.3756705784057901,0.5246271739958283
Lung,intermediate monocyte,CXCL8,1700,4,2.0,0.2711764705882353,-0.3364207361988585,0.03558548000521232,3.2650912572208367e-21,4.3262459158176085e-20
Lung,intermediate monocyte,IL1B,1700,4,2.0,0.2235294117647059,-0.23298163000114147,0.028581995020402075,3.5990627650333656e-16,3.3661822331782656e-15
Lung,lung multiciliated epithelial cell,IL33,751,4,2.0,0.09187749667110519,0.03169257107813924,0.0013097246303612985,2.3415341970161073e-129,3.72303937325561e-127
Lung,lung multiciliated epithelial cell,STAT6,751,4,2.0,0.4620505992010652,-0.03875352832939189,0.03336761193732208,0.24547459329042987,0.3717186698397938
Lung,lung multiciliated epithelial cell,IL18,751,4,2.0,0.46604527296937415,0.05686594670196521,0.02541634803251969,0.0252617253993214,0.05599081625208172
Lung,lung multiciliated epithelial cell,CDKN2A,751,4,2.0,0.1904127829560586,-0.04600669450493859,0.01943582449556756,0.01792770327912709,0.04254484808031652
Lung,lung multiciliated epithelial cell,IL4R,751,4,2.0,0.33288948069241014,0.019989870316581827,0.025020576513927383,0.4243268046879429,0.5575864623585366
Lung,lung multiciliated epithelial cell,IL5RA,751,4,2.0,0.6671105193075899,-0.01788371503942012,0.0681919267328145,0.7931243860581982,0.8697019129879553
Lung,lung multiciliated epithelial cell,CXCL8,751,4,2.0,0.06657789613848203,-0.0330649212159437,0.01938920895872847,0.08813365013428005,0.16218216927465043
Lung,macrophage,GATA3,10028,4,2.0,0.06561627443159154,-0.0007431878002080365,0.0005533764418748857,0.17927007870970735,0.29236795838063323
Lung,macrophage,STAT6,10028,4,2.0,0.5930394894295972,-0.06423392424924951,0.009244861512031693,3.703231297124047e-12,2.8038751249653494e-11
Lung,macrophage,IL18,10028,4,2.0,0.7518946948544076,0.09535695012021023,0.00831582389397574,1.9340475980393307e-30,4.393050972689337e-29
Lung,macrophage,CDKN2A,10028,4,2.0,0.09583167132030315,0.006077835931576951,0.004358699449339454,0.16319231835839,0.2758061919011002
Lung,macrophage,IL6,10028,4,2.0,0.06501794974072597,-0.013667147590892685,0.01978804977443342,0.4897686499948456,0.6183054981484499
Lung,macrophage,TNF,10028,4,2.0,0.13970881531711207,-0.03573614815248987,0.007485666702724402,1.8065329257711524e-06,8.448198094047448e-06
Lung,macrophage,IL4R,10028,4,2.0,0.5895492620662146,-0.10616675424430358,0.009311030854118977,4.074239616373283e-30,8.0975512375419e-29
Lung,macrophage,CXCL8,10028,4,2.0,0.33984842441164737,-0.18292364294454633,0.05830000290033657,0.001703216719485473,0.004923844698148913
Lung,macrophage,IL1B,10028,4,2.0,0.40925408855205425,-0.20322535880107823,0.01836700563406541,1.8608997466924376e-28,3.287589552489973e-27
Lung,mature NK T cell,GATA3,104,4,2.0,0.19230769230769232,0.01423870027065293,0.05765441832509475,0.8049342795684306,0.8706432003495269
Lung,mature NK T cell,STAT6,104,4,2.0,0.125,0.021340959794293922,0.012538196955430549,0.08874118696160119,0.16218216927465043
Lung,mature NK T cell,IL18,104,4,2.0,0.125,0.2561778134330184,0.011800888761722353,1.7109337355780756e-104,1.3601923197845701e-102
Lung,mature NK T cell,TNFSF14,104,4,2.0,0.07692307692307693,-0.06860711181312183,0.007413726642172967,2.1611256141172445e-20,2.643222866497245e-19
Lung,mature NK T cell,CDKN2A,104,4,2.0,0.0673076923076923,-0.03889628935651655,0.008242776600833071,2.3720099733013895e-06,1.0775702450140598e-05
Lung,mature NK T cell,TNF,104,4,2.0,0.1346153846153846,-0.11189163751374626,0.04333727098661332,0.009826371747140582,0.025613001767136927
Lung,mature NK T cell,IL4R,104,4,2.0,0.22115384615384615,0.018270769183566682,0.009926185700593105,0.06567086420306645,0.12890947417638968
Lung,monocyte,STAT6,297,4,2.0,0.4612794612794613,-0.010974953275477331,0.02938608975084729,0.7087953688214967,0.8226165229388174
Lung,monocyte,IL18,297,4,2.0,0.41414141414141414,-0.09534994698308799,0.0674682172026189,0.1575800993455121,0.27233951952104807
Lung,monocyte,TNF,297,4,2.0,0.12121212121212122,-0.18113638689545897,0.04528005876126492,6.324707458775801e-05,0.00024527524047447615
Lung,monocyte,IL4R,297,4,2.0,0.43097643097643096,-0.10008416942727702,0.020290632992372045,8.117103170135201e-07,4.609355014469632e-06
Lung,monocyte,CXCL8,297,4,2.0,0.16161616161616163,-0.07812034879352325,0.08948439245541673,0.38266018943069613,0.5246271739958283
Lung,monocyte,IL1B,297,4,2.0,0.21212121212121213,-0.2490667483652254,0.020273968425105735,1.0897545972810984e-34,4.331774524192366e-33
Lung,natural killer cell,GATA3,625,4,2.0,0.1872,-0.014009470347457089,0.014193212008818434,0.32361604030318103,0.4677722764382344
Lung,natural killer cell,STAT6,625,4,2.0,0.216,-0.022520667912410402,0.024248379846878367,0.35301897990768427,0.5056758360839801
