drug,pt,a,b,c,d,n_drug_reports,n_pt_reports,ror,ror_lower,ror_upper,signal_ror_gt2
azathioprine,urticaria,307,11651,35310,1106749,11958,35617,0.8271966135398975,0.7382705413935875,0.9268339979545307,False
azathioprine,angioedema,33,11925,4640,1137419,11958,4673,0.6885319582144708,0.4899124176072341,0.9676755282057856,False
azathioprine,pruritus,465,11493,49911,1092148,11958,50376,0.8862341004909006,0.8074510942384993,0.972703964954844,False
azathioprine,rash,810,11148,68189,1073870,11958,68999,1.144909047039013,1.0656676441336335,1.2300427184851324,False
azathioprine,eczema,54,11904,3107,1138952,11958,3161,1.6779531000044028,1.282937838258194,2.1945931609881746,False
azathioprine,allergic_rhinitis,49,11909,2717,1139342,11958,2766,1.7425948060528396,1.3148046297655192,2.3095725321745206,False
azathioprine,asthma,168,11790,15331,1126728,11958,15499,1.050273275663738,0.9013602462159245,1.2237881115839588,False
azathioprine,bronchospasm,6,11952,1987,1140072,11958,1993,0.3119463705258893,0.14440026878207635,0.6738944387363499,False
azathioprine,wheezing,165,11793,8846,1133213,11958,9011,1.7976102862290777,1.5397468803007666,2.098658411001541,False
cyclosporine,hypersensitivity,28,1416,24883,1127690,1444,24911,0.9118150092314052,0.6291739304368329,1.3214257152746702,False
cyclosporine,anaphylaxis,17,1427,9679,1142894,1444,9696,1.4474885943888671,0.9030412431666054,2.3201855360877497,False
cyclosporine,urticaria,25,1419,35592,1116981,1444,35617,0.5637574187860845,0.38102816297501907,0.8341179422403635,False
cyclosporine,angioedema,8,1436,4665,1147908,1444,4673,1.455869250490983,0.741359100512743,2.8590129574982455,False
cyclosporine,pruritus,44,1400,50332,1102241,1444,50376,0.6958332125283324,0.5162176512960633,0.937945183474186,False
cyclosporine,rash,78,1366,68921,1083652,1444,68999,0.9032237259569229,0.7193559379246803,1.1340882254827869,False
cyclosporine,eczema,6,1438,3155,1149418,1444,3161,1.6459380636850862,0.7610992655732982,3.559472767913882,False
cyclosporine,allergic_rhinitis,0,1444,2766,1149807,1444,2766,0.14386227397877124,0.008991386936391284,2.301797711605277,False
cyclosporine,asthma,3,1441,15496,1137077,1444,15499,0.178159851901259,0.062403804614492873,0.5086377829935533,False
cyclosporine,bronchospasm,1,1443,1992,1150581,1444,1993,0.6000584109357093,0.1209357524495595,2.977366818673977,False
cyclosporine,wheezing,5,1439,9006,1143567,1444,9011,0.48512848011220794,0.2099386227625181,1.12104023127849,False
sirolimus,hypersensitivity,5,388,24906,1128718,393,24911,0.6415708262414945,0.2764926063510244,1.4886948715063497,False
sirolimus,anaphylaxis,3,390,9693,1143931,393,9696,1.0577095136219625,0.3691940939985854,3.030247323541138,False
sirolimus,urticaria,0,393,35617,1118007,393,35617,0.03988472037493526,0.0024901779861307293,0.6388261916404491,False
sirolimus,angioedema,1,392,4672,1148952,393,4673,0.939732749895206,0.18903832533481055,4.67152700205913,False
sirolimus,pruritus,0,393,50376,1103248,393,50376,0.02782727132040084,0.0017373884525393156,0.4457017243365613,False
sirolimus,rash,1,392,68998,1084626,393,68999,0.06007477592631133,0.012087637557784229,0.2985677462071483,False
sirolimus,eczema,0,393,3161,1150463,393,3161,0.462386266149619,0.028863041084213854,7.407433558368909,False
sirolimus,allergic_rhinitis,0,393,2766,1150858,393,2766,0.5285870545469243,0.032994389921301465,8.46823580920971,False
