tissue,cell_type,score,n_cells,n_donors,age_range,slope_per_year,se,p,q
Large_Intestine,tuft cell of colon,t2_receptor_score,178,4,5.0,-0.09011106184887774,0.07816646620050585,0.24898849477723228,0.32147881604148976
Small_Intestine,B cell,aging_sasp_score,725,5,24.0,-0.007443066683349215,0.0025180189539794223,0.0031173629327381964,0.009504155282738404
Small_Intestine,B cell,th2_score,725,5,24.0,-0.005112142872149026,0.008471206199880003,0.5461941776822485,0.7038584763946502
Small_Intestine,B cell,alarmin_score,725,5,24.0,-0.0005235948257104618,0.0006829119299412199,0.4432544618766199,0.6351807716424859
Small_Intestine,B cell,treg_score,725,5,24.0,-0.00016576765991933642,0.010083156944872256,0.9868833243826619,0.991755752356748
Small_Intestine,B cell,targets_score,725,5,24.0,-0.012822909686089866,0.0037326589744228963,0.0005918359738241219,0.0021758675508239777
Small_Intestine,B cell,t2_receptor_score,725,5,24.0,0.0020709062902705988,0.02016685908466499,0.9182101309624726,0.9809937296607613
Small_Intestine,BEST4+ enterocyte,aging_sasp_score,836,5,24.0,0.00018418393238975385,0.000791979866618365,0.8161020177079029,0.9027677187034324
Small_Intestine,BEST4+ enterocyte,th2_score,836,5,24.0,-0.002188302157318484,0.0006767370829047439,0.0012223729067581,0.004365617524136071
Small_Intestine,BEST4+ enterocyte,alarmin_score,836,5,24.0,-0.00015465805846418,0.0004348348667424436,0.7220871262757589,0.8490318524903596
Small_Intestine,BEST4+ enterocyte,treg_score,836,5,24.0,0.001529972278421508,0.0028140277813979648,0.5866515097495297,0.7333143871869122
Small_Intestine,BEST4+ enterocyte,targets_score,836,5,24.0,-0.0004069917471137273,0.0007116249824242041,0.5673769477163202,0.7236950863728574
Small_Intestine,BEST4+ enterocyte,t2_receptor_score,836,5,24.0,-0.002079917945058639,0.0005260158847600765,7.682417088713502e-05,0.0003429650486032813
Small_Intestine,"CD4-positive, alpha-beta T cell",aging_sasp_score,4900,5,24.0,-0.005102112089731041,0.0009216699745385527,3.099424616067646e-08,2.4214254813028484e-07
Small_Intestine,"CD4-positive, alpha-beta T cell",th2_score,4900,5,24.0,-0.002335230035531417,0.0031889544391210524,0.4639933824488889,0.6444352534012345
Small_Intestine,"CD4-positive, alpha-beta T cell",alarmin_score,4900,5,24.0,0.0020424965413992123,0.0006568742921664353,0.0018745650923707542,0.006332990176928224
Small_Intestine,"CD4-positive, alpha-beta T cell",treg_score,4900,5,24.0,-0.00798627199911621,0.005005987089332997,0.1106353076020066,0.21951449921033056
Small_Intestine,"CD4-positive, alpha-beta T cell",targets_score,4900,5,24.0,-0.0022882813758120235,0.0018597361563767918,0.2185348738157643,0.37940082259681307
Small_Intestine,"CD4-positive, alpha-beta T cell",t2_receptor_score,4900,5,24.0,-0.00012018567280199465,0.003013955597872806,0.9681916731368019,0.991755752356748
Small_Intestine,"CD8-positive, alpha-beta T cell",aging_sasp_score,3316,5,24.0,-0.0030756218726708797,0.0011967429616806622,0.010170036429908897,0.02704796922848111
Small_Intestine,"CD8-positive, alpha-beta T cell",th2_score,3316,5,24.0,0.009117866189601734,0.005123613329043504,0.07514515704715645,0.15920584120160264
Small_Intestine,"CD8-positive, alpha-beta T cell",alarmin_score,3316,5,24.0,0.0007943392256410569,0.00026095327307773075,0.002334626867722598,0.007295708961633118
Small_Intestine,"CD8-positive, alpha-beta T cell",treg_score,3316,5,24.0,-0.013270533445123014,0.0006497871235608009,1.046761262694235e-92,4.361505261225979e-91
Small_Intestine,"CD8-positive, alpha-beta T cell",targets_score,3316,5,24.0,-0.0012831133091113476,0.0005525082834308146,0.020214516313999203,0.04954538312254707
Small_Intestine,"CD8-positive, alpha-beta T cell",t2_receptor_score,3316,5,24.0,0.0038153854570993845,0.0024986167700181573,0.12676124531591285,0.2437716256075247
Small_Intestine,"activated CD4-positive, alpha-beta T cell",aging_sasp_score,550,5,24.0,-0.005136150127697482,0.0011181910188819682,4.363597634736505e-06,2.597379544486015e-05
Small_Intestine,"activated CD4-positive, alpha-beta T cell",th2_score,550,5,24.0,-0.0001799777105623001,0.0027261149064569494,0.9473620180152896,0.9868354354325934
Small_Intestine,"activated CD4-positive, alpha-beta T cell",alarmin_score,550,5,24.0,0.0005696076629644751,5.835289769351562e-05,1.6481639947040687e-22,2.2891166593112068e-21
Small_Intestine,"activated CD4-positive, alpha-beta T cell",treg_score,550,5,24.0,-0.04425661871266088,0.018106984364943134,0.014518426282709582,0.037036801741606076
Small_Intestine,"activated CD4-positive, alpha-beta T cell",targets_score,550,5,24.0,0.004503626075271209,0.0011914780717695755,0.00015691351203803898,0.0006763513449915474
Small_Intestine,"activated CD4-positive, alpha-beta T cell",t2_receptor_score,550,5,24.0,0.0014391042934183966,0.0016313704593110716,0.37769873159459766,0.5757602615771306
Small_Intestine,"activated CD8-positive, alpha-beta T cell",aging_sasp_score,1095,5,24.0,-0.001649649452476146,0.0015473155255935598,0.28636197306746736,0.47726995511244563
Small_Intestine,"activated CD8-positive, alpha-beta T cell",th2_score,1095,5,24.0,0.004380030341870159,0.00253999364843754,0.08463102017104733,0.17342422166198224
Small_Intestine,"activated CD8-positive, alpha-beta T cell",alarmin_score,1095,5,24.0,-0.0002790840878115067,0.00010582037785419944,0.008355956347970015,0.023738512352187543
Small_Intestine,"activated CD8-positive, alpha-beta T cell",treg_score,1095,5,24.0,0.006540034522244834,0.004347610410833078,0.13250862742685554,0.2509633095205598
Small_Intestine,"activated CD8-positive, alpha-beta T cell",targets_score,1095,5,24.0,0.0002137673476496948,0.008427081025880556,0.9797624615634699,0.991755752356748
Small_Intestine,"activated CD8-positive, alpha-beta T cell",t2_receptor_score,1095,5,24.0,0.0026709838097326902,0.00402846780315634,0.5073131208255347,0.6784130526172125
Small_Intestine,endothelial cell of arteriole,aging_sasp_score,126,4,23.0,0.0008442187870580332,0.0050701403931923345,0.8677572111728103,0.943214359970446
Small_Intestine,endothelial cell of arteriole,th2_score,126,4,23.0,-0.0076523550747514945,0.0013556748773283723,1.654857758261484e-08,1.3790481318845702e-07
Small_Intestine,endothelial cell of arteriole,alarmin_score,126,4,23.0,0.006338017379251563,0.0029456983849652585,0.03142746097195813,0.0714260476635412
Small_Intestine,endothelial cell of arteriole,treg_score,126,4,23.0,0.000274842041861609,0.0008815473098418533,0.7552135686900964,0.8581972371478368
Small_Intestine,endothelial cell of arteriole,targets_score,126,4,23.0,-0.001934341424169714,0.001421677243776559,0.1736384932925541,0.3145624878488299
Small_Intestine,endothelial cell of arteriole,t2_receptor_score,126,4,23.0,-0.010045827738148312,0.003286534831590226,0.0022381613479659107,0.007173594063993303
Small_Intestine,enterocyte of epithelium proper of duodenum,aging_sasp_score,12825,5,24.0,-0.002082318429487024,0.00013757242066745926,9.35143994071196e-52,2.3378599851779903e-50
Small_Intestine,enterocyte of epithelium proper of duodenum,th2_score,12825,5,24.0,-0.0022616923503299747,0.0009344726418497433,0.015508245197074624,0.03877061299268656
Small_Intestine,enterocyte of epithelium proper of duodenum,alarmin_score,12825,5,24.0,-0.0001151902278415899,0.0003296577699393893,0.7267712657317478,0.8490318524903596
Small_Intestine,enterocyte of epithelium proper of duodenum,treg_score,12825,5,24.0,0.0008872734057215573,1.6478591869471897e-05,0.0,0.0
Small_Intestine,enterocyte of epithelium proper of duodenum,targets_score,12825,5,24.0,0.0019128398650245268,0.0006101778364706011,0.0017191907511204137,0.005969412330279214
Small_Intestine,enterocyte of epithelium proper of duodenum,t2_receptor_score,12825,5,24.0,-0.0017717459507599796,0.0007742689515714139,0.022121085588262025,0.05317568651024525
Small_Intestine,enterocyte of epithelium proper of ileum,aging_sasp_score,6169,4,23.0,-0.0016706813434694177,0.0016162600077014421,0.3012899239273831,0.49554263803845905
Small_Intestine,enterocyte of epithelium proper of ileum,th2_score,6169,4,23.0,0.001424070961652538,0.0014125023690378044,0.31336319031275006,0.5021845998601764
Small_Intestine,enterocyte of epithelium proper of ileum,alarmin_score,6169,4,23.0,2.434869526795643e-05,7.351600932087418e-05,0.7404914375398264,0.8491874283713605
Small_Intestine,enterocyte of epithelium proper of ileum,treg_score,6169,4,23.0,0.0014536109663366786,0.0003467832167928881,2.7687281513385354e-05,0.00014420459121554873
Small_Intestine,enterocyte of epithelium proper of ileum,targets_score,6169,4,23.0,-0.005901539947348842,0.00010812829216595631,0.0,0.0
Small_Intestine,enterocyte of epithelium proper of ileum,t2_receptor_score,6169,4,23.0,0.00023186301410490386,0.0006576561504245364,0.7244186013014338,0.8490318524903596
Small_Intestine,enteroendocrine cell of small intestine,aging_sasp_score,248,5,24.0,0.001803287820222194,0.001655028272901315,0.27589763397068745,0.46604330062616117
Small_Intestine,enteroendocrine cell of small intestine,th2_score,248,5,24.0,-0.0025057384300580746,0.0016899417817012317,0.1381444224006816,0.2540626241019437
Small_Intestine,enteroendocrine cell of small intestine,alarmin_score,248,5,24.0,-0.010137759427915116,0.001675777441694174,1.452187016422911e-09,1.2965955503775991e-08
Small_Intestine,enteroendocrine cell of small intestine,treg_score,248,5,24.0,-0.00020518822184177696,0.0018874576875196867,0.9134313767833903,0.9809937296607613
Small_Intestine,enteroendocrine cell of small intestine,targets_score,248,5,24.0,-0.0020644750374145143,0.0016013876860431183,0.19733593738390276,0.35238560247125494
Small_Intestine,enteroendocrine cell of small intestine,t2_receptor_score,248,5,24.0,-0.0056904509475736295,0.0022048700397025336,0.009855582743004071,0.02678147484511976
Small_Intestine,fibroblast,aging_sasp_score,476,5,24.0,-0.008378475146826152,0.01122605241275616,0.45546080653403465,0.6396921440084756
Small_Intestine,fibroblast,th2_score,476,5,24.0,-0.0006851560682117595,0.0012919667622697494,0.5958899455255888,0.7374875563435506
Small_Intestine,fibroblast,alarmin_score,476,5,24.0,0.021113601911511945,0.00810672926499421,0.009202082387857056,0.025561339966269598
Small_Intestine,fibroblast,treg_score,476,5,24.0,-0.0026364445556244123,0.0006436428973671662,4.201152747383574e-05,0.00021005763736917871
Small_Intestine,fibroblast,targets_score,476,5,24.0,0.001467608573255777,0.0026131693340354515,0.5743748434868092,0.7252207619782945
Small_Intestine,fibroblast,t2_receptor_score,476,5,24.0,0.00015745670512679337,0.003952222340814189,0.9682206524418278,0.991755752356748
Small_Intestine,gamma-delta T cell,aging_sasp_score,118,5,24.0,-0.0007299830905011793,0.0019579601472064384,0.7092761864289261,0.8490318524903596
Small_Intestine,gamma-delta T cell,th2_score,118,5,24.0,0.003053658051761973,0.0031976906598964604,0.33959928891132785,0.5373406470115947
Small_Intestine,gamma-delta T cell,alarmin_score,118,5,24.0,0.00010194639070358591,0.0003044060380094472,0.7376985183142859,0.8491874283713605
Small_Intestine,gamma-delta T cell,treg_score,118,5,24.0,-0.029806426256644113,0.002971578799470668,1.1194630751488001e-23,1.9990412056228573e-22
Small_Intestine,gamma-delta T cell,targets_score,118,5,24.0,-0.005850095453564613,0.0007181686273284163,3.766201021612732e-16,4.279773888196287e-15
Small_Intestine,gamma-delta T cell,t2_receptor_score,118,5,24.0,-0.005691348067844977,0.0014233188202431607,6.370588645104759e-05,0.00030627830024542113
Small_Intestine,intestinal crypt stem cell of small intestine,aging_sasp_score,557,5,24.0,0.006873921338815942,0.003221267194094722,0.03284946096066962,0.07332468964435182
Small_Intestine,intestinal crypt stem cell of small intestine,th2_score,557,5,24.0,-0.00524443594536035,0.001504888151842163,0.0004922583732980186,0.0018646150503712825
Small_Intestine,intestinal crypt stem cell of small intestine,alarmin_score,557,5,24.0,0.000681259468716484,0.001430448155798541,0.6338920319713343,0.7714512026434762
Small_Intestine,intestinal crypt stem cell of small intestine,treg_score,557,5,24.0,0.002116617247264159,0.00041407451635668436,3.1930301454198137e-07,2.2173820454304263e-06
Small_Intestine,intestinal crypt stem cell of small intestine,targets_score,557,5,24.0,-0.00751323528375301,0.0010020742741005252,6.495573820620847e-14,6.766222729813382e-13
Small_Intestine,intestinal crypt stem cell of small intestine,t2_receptor_score,557,5,24.0,-0.002882284628221777,0.0031921357798258337,0.366561473070266,0.5656812856022624
Small_Intestine,intestinal tuft cell,aging_sasp_score,433,5,24.0,-0.0037496739311925226,0.0005867652774001467,1.6543559120256314e-10,1.590726838486184e-09
Small_Intestine,intestinal tuft cell,th2_score,433,5,24.0,-0.0023154225562089814,0.0009208861376080181,0.011925477534072628,0.03105593107831414
Small_Intestine,intestinal tuft cell,alarmin_score,433,5,24.0,-0.012562371855867442,0.004080038747214643,0.00207708206719875,0.0068325067999958885
Small_Intestine,intestinal tuft cell,treg_score,433,5,24.0,0.0003104428627769184,0.001159860192250571,0.7889645704894348,0.880540815278387
Small_Intestine,intestinal tuft cell,targets_score,433,5,24.0,-0.0011258715631543904,0.0006414748569286891,0.07923712787515513,0.16507734973990654
Small_Intestine,intestinal tuft cell,t2_receptor_score,433,5,24.0,-0.011134292510456492,0.00712474408848055,0.11810814967413193,0.2306799798322889
Small_Intestine,macrophage,aging_sasp_score,346,5,24.0,0.02638127821724846,0.041754037252546346,0.5275007093234911,0.6868498819316291
Small_Intestine,macrophage,th2_score,346,5,24.0,0.0029830776634148636,0.004546724844515907,0.5117638182977593,0.6784130526172125
Small_Intestine,macrophage,alarmin_score,346,5,24.0,0.004430069309417274,0.005827918276116845,0.44716726323631006,0.6351807716424859
Small_Intestine,macrophage,treg_score,346,5,24.0,9.577262003158515e-05,0.009268782116041976,0.991755752356748,0.991755752356748
Small_Intestine,macrophage,targets_score,346,5,24.0,-0.022209917966265508,0.011180934624617169,0.04698784079211384,0.10304351050902158
Small_Intestine,macrophage,t2_receptor_score,346,5,24.0,0.0008217470789242888,0.004350126083287444,0.8501697050241771,0.9322036239300188
Small_Intestine,mast cell,aging_sasp_score,236,4,23.0,-0.0010418598705846157,0.002199160869868789,0.6356757909782245,0.7714512026434762
Small_Intestine,mast cell,th2_score,236,4,23.0,0.012032507076975885,0.012995872507863016,0.35451279977177796,0.5539262496434031
Small_Intestine,mast cell,alarmin_score,236,4,23.0,0.031846247007133774,0.005993852623648888,1.0774539274489232e-07,7.922455348889141e-07
Small_Intestine,mast cell,treg_score,236,4,23.0,0.004377409807054977,0.00035284753994527566,2.4261051696143335e-35,5.054385770029861e-34
Small_Intestine,mast cell,targets_score,236,4,23.0,0.0010659194110522728,0.01261224901608618,0.9326472807288118,0.982351809513753
Small_Intestine,mast cell,t2_receptor_score,236,4,23.0,0.022168233289281667,0.005190413129842041,1.9460197087583555e-05,0.00010576194069338887
Small_Intestine,"naive thymus-derived CD4-positive, alpha-beta T cell",aging_sasp_score,111,5,24.0,-0.006363867858130258,0.0013609878488502923,2.9264124191879773e-06,1.9252713284131427e-05
Small_Intestine,"naive thymus-derived CD4-positive, alpha-beta T cell",th2_score,111,5,24.0,-0.0039676510534354965,0.0017661943202809832,0.024675784860985865,0.058197605804211947
Small_Intestine,"naive thymus-derived CD4-positive, alpha-beta T cell",alarmin_score,111,5,24.0,0.00047506217780942154,0.00011977915597402469,7.304270391315478e-05,0.0003381606662646055
Small_Intestine,"naive thymus-derived CD4-positive, alpha-beta T cell",treg_score,111,5,24.0,0.04271669803151964,0.011778502609564407,0.0002871039820239398,0.0011962665917664157
Small_Intestine,"naive thymus-derived CD4-positive, alpha-beta T cell",targets_score,111,5,24.0,0.013341688109445547,0.0038239236429700087,0.0004848223650073404,0.0018646150503712825
Small_Intestine,"naive thymus-derived CD4-positive, alpha-beta T cell",t2_receptor_score,111,5,24.0,-0.0034342533163560195,0.002103649220051608,0.10256959937382741,0.20679354712465206
Small_Intestine,natural killer cell,aging_sasp_score,155,5,24.0,0.0032995415864967457,0.002665584751368721,0.2157789889282835,0.37940082259681307
Small_Intestine,natural killer cell,th2_score,155,5,24.0,0.011012903091856145,0.01323761393150262,0.4054427032921549,0.605292233476882
Small_Intestine,natural killer cell,treg_score,155,5,24.0,-0.01588739743158362,0.005690304160802348,0.0052381415436222045,0.015589706975066085
Small_Intestine,natural killer cell,targets_score,155,5,24.0,-0.0034497608757248126,0.003374922339432279,0.3066981323387443,0.49788657847198753
Small_Intestine,natural killer cell,t2_receptor_score,155,5,24.0,0.004323065287292373,0.005210928265177049,0.4067563808964647,0.605292233476882
Small_Intestine,paneth cell of epithelium of small intestine,aging_sasp_score,1751,5,24.0,0.0003409789144033874,0.0012053487471485795,0.777262554979055,0.8752956700214584
Small_Intestine,paneth cell of epithelium of small intestine,th2_score,1751,5,24.0,-0.0021668348119311008,0.001461618890803301,0.13821006751145737,0.2540626241019437
Small_Intestine,paneth cell of epithelium of small intestine,alarmin_score,1751,5,24.0,0.0002506459616578676,0.0003855189068321065,0.5155939199890816,0.6784130526172125
Small_Intestine,paneth cell of epithelium of small intestine,treg_score,1751,5,24.0,0.001756348150954801,0.0005013468622502312,0.00045960150154771993,0.001853231861079516
Small_Intestine,paneth cell of epithelium of small intestine,targets_score,1751,5,24.0,-0.012141731321400038,0.001462038540446729,1.0010664680253932e-16,1.2513330850317416e-15
Small_Intestine,paneth cell of epithelium of small intestine,t2_receptor_score,1751,5,24.0,-0.0009254406058584318,0.0012906040911302224,0.47333705824883976,0.6501882668253294
Small_Intestine,plasma cell,aging_sasp_score,777,5,24.0,0.0038846840824184737,0.002007935377525779,0.05303130881742089,0.11429161383064847
Small_Intestine,plasma cell,th2_score,777,5,24.0,0.004804782516548073,0.00024287823512615853,4.1977248626329075e-87,1.3117890195727836e-85
Small_Intestine,plasma cell,alarmin_score,777,5,24.0,0.0018505047751225232,0.0004282031396027801,1.549311955956096e-05,8.802908840659637e-05
Small_Intestine,plasma cell,treg_score,777,5,24.0,0.001428988649718468,0.00014358279215455675,2.4625500737316106e-23,3.8477344902056416e-22
Small_Intestine,plasma cell,targets_score,777,5,24.0,0.0006326434072925756,0.0007772599274525984,0.41567898376104373,0.6112926231780055
Small_Intestine,plasma cell,t2_receptor_score,777,5,24.0,0.0013211009245310268,0.0020174437649117132,0.512571396515094,0.6784130526172125
Small_Intestine,small intestine goblet cell,aging_sasp_score,1947,5,24.0,-0.0006812485611852886,0.0008571356779288608,0.42673180287248713,0.6202497134774523
Small_Intestine,small intestine goblet cell,th2_score,1947,5,24.0,0.0018965809209593898,0.0008494418054270198,0.025566232952296975,0.05918109479698374
Small_Intestine,small intestine goblet cell,alarmin_score,1947,5,24.0,-0.0020965846174059214,0.0007659765990965083,0.006197605207204108,0.01801629420698869
Small_Intestine,small intestine goblet cell,treg_score,1947,5,24.0,-0.0021244530926079392,0.0004597938344979319,3.8291395684058845e-06,2.3932122302536778e-05
Small_Intestine,small intestine goblet cell,targets_score,1947,5,24.0,0.002061713724107003,0.0018008021262434296,0.2522562504306842,0.4319456342991168
Small_Intestine,small intestine goblet cell,t2_receptor_score,1947,5,24.0,-9.301883883442457e-05,0.0011440643918821226,0.9351989226570929,0.982351809513753
